"","X","Pollster","Dates","start_date","end_date","observations","sample_subpopulation","McCain","Obama2008","Barr","Nader","Other","Undecided","Margin","Year","State","EndDaysUntil","StartDaysUntil","MidDaysUntil","Dem2P","Rep2P","DemVote","RepVote","VoteErrorAbs","McKinney","NV","Refuse","Not.Voting","Paul","survey_house","ActualMargin","PollMargin","Romney","Obama2012","poll_slug","question_text","margin_of_error","mode","partisanship","partisan_affiliation","None","Refused","Trump","Clinton","Johnson","McMullin","MidDaysFactor","competitive","MarginError","MarginErrorAbs","VoteError","PVRepVote","PVDemVote","PVMargin"
"1368",1368,"Rasmussen","9/11/2008","9/11/2008","9/11/2008",500,"LV",63,32,"-","-","1","4","+31R",2008,"OK",54,54,54,0.337,0.663,0.343,0.657,0.6,NA,NA,NA,NA,NA,"Rasmussen",-31,-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",0,0,0.006,0.655704016647561,0.344295983352439,-0.311408033295121
"1369",1369,"TVPoll.com","9/7/2008","9/7/2008","9/7/2008",894,"LV",66,30,"-","-","-","6","+36R",2008,"OK",58,58,58,0.312,0.688,0.343,0.657,3.1,NA,NA,NA,NA,NA,"TVPoll.com",-31,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 Weeks to Go","noncompetitive",5,5,0.031,0.655704016647561,0.344295983352439,-0.311408033295121
"1370",1370,"SurveyUSA","9/5-7/08","9/5/2008","9/7/2008",652,"LV",65,32,"-","-","1","2","+33R",2008,"OK",58,60,59,0.33,0.67,0.343,0.657,1.3,NA,NA,NA,NA,NA,"SurveyUSA",-31,-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 Weeks to Go","noncompetitive",2,2,0.013,0.655704016647561,0.344295983352439,-0.311408033295121
"1371",1371,"Tulsa World/SoonerPoll.com","7/19-23/08","7/19/2008","7/23/2008",750,"LV",56,24,"-","-","-","20","+32R",2008,"OK",104,108,106,0.3,0.7,0.343,0.657,4.3,NA,NA,NA,NA,NA,"Tulsa World/SoonerPoll.com",-31,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",1,1,0.043,0.655704016647561,0.344295983352439,-0.311408033295121
"1372",1372,"Zogby (Internet)","6/11-30/08","6/11/2008","6/30/2008",406,"LV",42,37,"9","2","5","6","+5R",2008,"OK",127,146,136.5,0.468,0.532,0.343,0.657,12.5,NA,NA,NA,NA,NA,"Zogby (Internet)",-31,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-26,26,-0.125,0.655704016647561,0.344295983352439,-0.311408033295121
"1373",1373,"Research 2000/DailyKos.com (D)","6/9-11/08","6/9/2008","6/11/2008",600,"LV",52,38,"-","-","-","10","+14R",2008,"OK",146,148,147,0.422,0.578,0.343,0.657,7.9,NA,NA,NA,NA,NA,"Research 2000/DailyKos.com (D)",-31,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-17,17,-0.079,0.655704016647561,0.344295983352439,-0.311408033295121
"1374",1374,"Cole Hargrave Snodgrass (R)","4/1-10/08","4/1/2008","4/10/2008",500,"RV",62,21,"-","-","-","17","+41R",2008,"OK",208,217,212.5,0.253,0.747,0.343,0.657,9,NA,NA,NA,NA,NA,"Cole Hargrave Snodgrass (R)",-31,-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",10,10,0.09,0.655704016647561,0.344295983352439,-0.311408033295121
"1375",1375,"SurveyUSA","2/26-28/08","2/26/2008","2/28/2008",600,"RV",57,34,"-","-","-","8","+23R",2008,"OK",250,252,251,0.374,0.626,0.343,0.657,3.1,NA,NA,NA,NA,NA,"SurveyUSA",-31,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",-8,8,-0.031,0.655704016647561,0.344295983352439,-0.311408033295121
"1376",1376,"Tulsa World/SoonerPoll.com","1/27-30/08","1/27/2008","1/30/2008",757,"RV",58,30,"-","-","-","12","+28R",2008,"OK",279,282,280.5,0.341,0.659,0.343,0.657,0.2,NA,NA,NA,NA,NA,"Tulsa World/SoonerPoll.com",-31,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",-3,3,0.002,0.655704016647561,0.344295983352439,-0.311408033295121
"1377",1377,"Tulsa World/SoonerPoll.com","12/16-19/07","12/16/2007","12/19/2007",745,"RV",62,26,"-","-","-","12","+36R",2008,"OK",321,324,322.5,0.295,0.705,0.343,0.657,4.8,NA,NA,NA,NA,NA,"Tulsa World/SoonerPoll.com",-31,-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",5,5,0.048,0.655704016647561,0.344295983352439,-0.311408033295121
"1378",1378,"YouGov/Polimetrix","10/18-11/1/08","10/18/2008","11/1/2008",698,"RV",43,54,"-","-","2","1","+11D",2008,"OR",3,17,10,0.557,0.443,0.584,0.416,2.7,NA,NA,NA,NA,NA,"YouGov/Polimetrix",16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",5,5,0.027,0.478913742255499,0.521086257744501,0.0415574629977864
"1379",1379,"Rasmussen","10/30/2008","10/30/2008","10/30/2008",500,"LV",42,54,"-","-","2","1","+12D",2008,"OR",5,5,5,0.562,0.438,0.584,0.416,2.2,NA,NA,NA,NA,NA,"Rasmussen",16,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",4,4,0.022,0.478913742255499,0.521086257744501,0.0415574629977864
"1380",1380,"SurveyUSA","10/29-30/08","10/29/2008","10/30/2008",700,"LV",38,57,"-","-","-","2","+19D",2008,"OR",5,6,5.5,0.6,0.4,0.584,0.416,1.6,NA,NA,NA,NA,NA,"SurveyUSA",16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",-3,3,-0.016,0.478913742255499,0.521086257744501,0.0415574629977864
"1381",1381,"PPP (D)","10/28-30/08","10/28/2008","10/30/2008",1424,"LV",42,57,"-","-","-","2","+15D",2008,"OR",5,7,6,0.576,0.424,0.584,0.416,0.8,NA,NA,NA,NA,NA,"PPP (D)",16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",1,1,0.008,0.478913742255499,0.521086257744501,0.0415574629977864
"1382",1382,"DailyKos.com (D)/Research 2000","10/27-29/08","10/27/2008","10/29/2008",600,"LV",39,55,"-","-","4","2","+16D",2008,"OR",6,8,7,0.585,0.415,0.584,0.416,0.1,NA,NA,NA,NA,NA,"DailyKos.com (D)/Research 2000",16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",0,0,-0.001,0.478913742255499,0.521086257744501,0.0415574629977864
"1383",1383,"Moore Information (R)","10/27-28/08","10/27/2008","10/28/2008",400,"RV",37,51,"-","-","-","12","+14D",2008,"OR",7,8,7.5,0.58,0.42,0.584,0.416,0.4,NA,NA,NA,NA,NA,"Moore Information (R)",16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",2,2,0.004,0.478913742255499,0.521086257744501,0.0415574629977864
"1384",1384,"SurveyUSA","10/25-26/08","10/25/2008","10/26/2008",672,"LV",38,57,"-","-","-","2","+19D",2008,"OR",9,10,9.5,0.6,0.4,0.584,0.416,1.6,NA,NA,NA,NA,NA,"SurveyUSA",16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-3,3,-0.016,0.478913742255499,0.521086257744501,0.0415574629977864
"1385",1385,"Portland Tribune","10/23-25/08","10/23/2008","10/25/2008",500,"RV",34,53,"-","-","-","-","+19D",2008,"OR",10,12,11,0.609,0.391,0.584,0.416,2.5,NA,NA,NA,NA,NA,"Portland Tribune",16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-3,3,-0.025,0.478913742255499,0.521086257744501,0.0415574629977864
"1386",1386,"Riley Research","10/10-20/08","10/10/2008","10/20/2008",499,"LV",34,48,"1","0","3","14","+14D",2008,"OR",15,25,20,0.585,0.415,0.584,0.416,0.1,NA,NA,NA,NA,NA,"Riley Research",16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Weeks to Go","noncompetitive",2,2,-0.001,0.478913742255499,0.521086257744501,0.0415574629977864
"1387",1387,"DailyKos.com (D)/Research 2000","10/14-15/08","10/14/2008","10/15/2008",600,"LV",38,53,"-","-","4","5","+15D",2008,"OR",20,21,20.5,0.582,0.418,0.584,0.416,0.2,NA,NA,NA,NA,NA,"DailyKos.com (D)/Research 2000",16,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Weeks to Go","noncompetitive",1,1,0.002,0.478913742255499,0.521086257744501,0.0415574629977864
"1388",1388,"Rasmussen","10/14/2008","10/14/2008","10/14/2008",500,"LV",41,54,"-","-","2","3","+13D",2008,"OR",21,21,21,0.568,0.432,0.584,0.416,1.6,NA,NA,NA,NA,NA,"Rasmussen",16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Weeks to Go","noncompetitive",3,3,0.016,0.478913742255499,0.521086257744501,0.0415574629977864
"1389",1389,"SurveyUSA","10/11-12/08","10/11/2008","10/12/2008",584,"LV",40,57,"-","-","-","1","+17D",2008,"OR",23,24,23.5,0.588,0.412,0.584,0.416,0.4,NA,NA,NA,NA,NA,"SurveyUSA",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 Weeks to Go","noncompetitive",-1,1,-0.004,0.478913742255499,0.521086257744501,0.0415574629977864
"1390",1390,"Rasmussen","10/9/2008","10/9/2008","10/9/2008",700,"LV",43,54,"-","-","1","2","+11D",2008,"OR",26,26,26,0.557,0.443,0.584,0.416,2.7,NA,NA,NA,NA,NA,"Rasmussen",16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 Weeks to Go","noncompetitive",5,5,0.027,0.478913742255499,0.521086257744501,0.0415574629977864
"1391",1391,"Grove Insight (D)","10/7-9/08","10/7/2008","10/9/2008",600,"LV",39,52,"1","1","-","8","+13D",2008,"OR",26,28,27,0.571,0.429,0.584,0.416,1.3,NA,NA,NA,NA,NA,"Grove Insight (D)",16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 Weeks to Go","noncompetitive",3,3,0.013,0.478913742255499,0.521086257744501,0.0415574629977864
"1392",1392,"DailyKos.com (D)/Research 2000","9/22-24/08","9/22/2008","9/24/2008",600,"LV",39,53,"-","-","5","3","+14D",2008,"OR",41,43,42,0.576,0.424,0.584,0.416,0.8,NA,NA,NA,NA,NA,"DailyKos.com (D)/Research 2000",16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 Weeks to Go","noncompetitive",2,2,0.008,0.478913742255499,0.521086257744501,0.0415574629977864
"1393",1393,"SurveyUSA","9/22-23/08","9/22/2008","9/23/2008",708,"LV",41,52,"-","-","-","7","+11D",2008,"OR",42,43,42.5,0.559,0.441,0.584,0.416,2.5,NA,NA,NA,NA,NA,"SurveyUSA",16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 Weeks to Go","noncompetitive",5,5,0.025,0.478913742255499,0.521086257744501,0.0415574629977864
"1394",1394,"ARG","9/20-22/08","9/20/2008","9/22/2008",600,"LV",41,52,"-","-","1","6","+11D",2008,"OR",43,45,44,0.559,0.441,0.584,0.416,2.5,NA,NA,NA,NA,NA,"ARG",16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 Weeks to Go","noncompetitive",5,5,0.025,0.478913742255499,0.521086257744501,0.0415574629977864
"1395",1395,"Rasmussen","9/15/2008","9/15/2008","9/15/2008",700,"LV",47,51,"-","-","1","2","+4D",2008,"OR",50,50,50,0.52,0.48,0.584,0.416,6.4,NA,NA,NA,NA,NA,"Rasmussen",16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",12,12,0.064,0.478913742255499,0.521086257744501,0.0415574629977864
"1396",1396,"Portland Tribune","9/11-14/08","9/11/2008","9/14/2008",500,"RV",40,50,"-","2","-","5","+10D",2008,"OR",51,54,52.5,0.556,0.444,0.584,0.416,2.8,NA,NA,NA,NA,NA,"Portland Tribune",16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",6,6,0.028,0.478913742255499,0.521086257744501,0.0415574629977864
"1397",1397,"Moore Information (R)","9/10-11/08","9/10/2008","9/11/2008",400,"RV",37,43,"-","-","6","14","+6D",2008,"OR",54,55,54.5,0.538,0.462,0.584,0.416,4.6,NA,NA,NA,NA,NA,"Moore Information (R)",16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",10,10,0.046,0.478913742255499,0.521086257744501,0.0415574629977864
"1398",1398,"Hoffman Research","9/8-9/08","9/8/2008","9/9/2008",600,"RV",39,46,"1","1","-","14","+7D",2008,"OR",56,57,56.5,0.541,0.459,0.584,0.416,4.3,NA,NA,NA,NA,NA,"Hoffman Research",16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 Weeks to Go","noncompetitive",9,9,0.043,0.478913742255499,0.521086257744501,0.0415574629977864
"1399",1399,"Rasmussen","8/7/2008","8/7/2008","8/7/2008",500,"LV",42,52,"-","-","3","3","+10D",2008,"OR",89,89,89,0.553,0.447,0.584,0.416,3.1,NA,NA,NA,NA,NA,"Rasmussen",16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",6,6,0.031,0.478913742255499,0.521086257744501,0.0415574629977864
"1400",1400,"SurveyUSA","8/2-4/08","8/2/2008","8/4/2008",629,"LV",45,48,"-","-","-","7","+3D",2008,"OR",92,94,93,0.516,0.484,0.584,0.416,6.8,NA,NA,NA,NA,NA,"SurveyUSA",16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",13,13,0.068,0.478913742255499,0.521086257744501,0.0415574629977864
"1401",1401,"Rasmussen","7/14/2008","7/14/2008","7/14/2008",500,"LV",40,49,"-","-","3","9","+9D",2008,"OR",113,113,113,0.551,0.449,0.584,0.416,3.3,NA,NA,NA,NA,NA,"Rasmussen",16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",7,7,0.033,0.478913742255499,0.521086257744501,0.0415574629977864
"1402",1402,"Zogby (Internet)","6/11-30/08","6/11/2008","6/30/2008",821,"LV",33,49,"6","1","4","7","+16D",2008,"OR",127,146,136.5,0.598,0.402,0.584,0.416,1.4,NA,NA,NA,NA,NA,"Zogby (Internet)",16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",0,0,-0.014,0.478913742255499,0.521086257744501,0.0415574629977864
"1403",1403,"SurveyUSA","6/17-19/08","6/17/2008","6/19/2008",547,"LV",45,48,"-","-","-","7","+3D",2008,"OR",138,140,139,0.516,0.484,0.584,0.416,6.8,NA,NA,NA,NA,NA,"SurveyUSA",16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",13,13,0.068,0.478913742255499,0.521086257744501,0.0415574629977864
"1404",1404,"Rasmussen","6/11/2008","6/11/2008","6/11/2008",500,"LV",38,46,"-","-","9","7","+8D",2008,"OR",146,146,146,0.548,0.452,0.584,0.416,3.6,NA,NA,NA,NA,NA,"Rasmussen",16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",8,8,0.036,0.478913742255499,0.521086257744501,0.0415574629977864
"1405",1405,"SurveyUSA","5/16-18/08","5/16/2008","5/18/2008",600,"RV",39,49,"-","-","-","12","+10D",2008,"OR",170,172,171,0.557,0.443,0.584,0.416,2.7,NA,NA,NA,NA,NA,"SurveyUSA",16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",6,6,0.027,0.478913742255499,0.521086257744501,0.0415574629977864
"1406",1406,"Rasmussen","5/7/2008","5/7/2008","5/7/2008",500,"LV",38,52,"-","-","5","5","+14D",2008,"OR",181,181,181,0.578,0.422,0.584,0.416,0.6,NA,NA,NA,NA,NA,"Rasmussen",16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",2,2,0.006,0.478913742255499,0.521086257744501,0.0415574629977864
"1407",1407,"SurveyUSA","4/11-13/08","4/11/2008","4/13/2008",543,"RV",42,51,"-","-","-","7","+9D",2008,"OR",205,207,206,0.548,0.452,0.584,0.416,3.6,NA,NA,NA,NA,NA,"SurveyUSA",16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",7,7,0.036,0.478913742255499,0.521086257744501,0.0415574629977864
"1408",1408,"Rasmussen","3/26/2008","3/26/2008","3/26/2008",500,"LV",42,48,"-","-","7","3","+6D",2008,"OR",223,223,223,0.533,0.467,0.584,0.416,5.1,NA,NA,NA,NA,NA,"Rasmussen",16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",10,10,0.051,0.478913742255499,0.521086257744501,0.0415574629977864
"1409",1409,"SurveyUSA","3/14-16/08","3/14/2008","3/16/2008",524,"RV",41,50,"-","-","-","9","+9D",2008,"OR",233,235,234,0.549,0.451,0.584,0.416,3.5,NA,NA,NA,NA,NA,"SurveyUSA",16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",7,7,0.035,0.478913742255499,0.521086257744501,0.0415574629977864
"1410",1410,"SurveyUSA","2/26-28/08","2/26/2008","2/28/2008",628,"RV",41,49,"-","-","-","11","+8D",2008,"OR",250,252,251,0.544,0.456,0.584,0.416,4,NA,NA,NA,NA,NA,"SurveyUSA",16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",8,8,0.04,0.478913742255499,0.521086257744501,0.0415574629977864
"1411",1411,"Riley Research","2/7-18/08","2/7/2008","2/18/2008",401,"LV",38,46,"-","-","-","16","+8D",2008,"OR",260,271,265.5,0.548,0.452,0.584,0.416,3.6,NA,NA,NA,NA,NA,"Riley Research",16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",8,8,0.036,0.478913742255499,0.521086257744501,0.0415574629977864
"1412",1412,"SurveyUSA","2/15-17/08","2/15/2008","2/17/2008",530,"RV",47,48,"-","-","-","6","+1D",2008,"OR",261,263,262,0.505,0.495,0.584,0.416,7.9,NA,NA,NA,NA,NA,"SurveyUSA",16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",15,15,0.079,0.478913742255499,0.521086257744501,0.0415574629977864
"1413",1413,"Rasmussen","2/13/2008","2/13/2008","2/13/2008",500,"LV",40,49,"-","-","7","5","+9D",2008,"OR",265,265,265,0.551,0.449,0.584,0.416,3.3,NA,NA,NA,NA,NA,"Rasmussen",16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",7,7,0.033,0.478913742255499,0.521086257744501,0.0415574629977864
"1414",1414,"SurveyUSA","1/11-13/08","1/11/2008","1/13/2008",544,"RV",47,47,"-","-","-","6","0",2008,"OR",296,298,297,0.5,0.5,0.584,0.416,8.4,NA,NA,NA,NA,NA,"SurveyUSA",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",16,16,0.084,0.478913742255499,0.521086257744501,0.0415574629977864
"1415",1415,"SurveyUSA","12/13-15/07","12/13/2007","12/15/2007",537,"RV",44,46,"-","-","-","10","+2D",2008,"OR",325,327,326,0.511,0.489,0.584,0.416,7.3,NA,NA,NA,NA,NA,"SurveyUSA",16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",14,14,0.073,0.478913742255499,0.521086257744501,0.0415574629977864
"1416",1416,"SurveyUSA","11/9-11/07","11/9/2007","11/11/2007",523,"RV",45,45,"-","-","-","10","0",2008,"OR",359,361,360,0.5,0.5,0.584,0.416,8.4,NA,NA,NA,NA,NA,"SurveyUSA",16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",16,16,0.084,0.478913742255499,0.521086257744501,0.0415574629977864
"1420",1420,"SurveyUSA","10/31-11/3/08","10/31/2008","11/3/2008",657,"LV",43,52,"-","-","3","1","+9D",2008,"PA",1,4,2.5,0.547,0.453,0.552,0.448,0.5,NA,NA,NA,NA,NA,"SurveyUSA",10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",1,1,0.005,0.487417179029376,0.512582820970624,0.0250014299109642
"1421",1421,"Reuters/Zogby","10/31-11/3/08","10/31/2008","11/3/2008",682,"LV",41,51,"-","-","-","7","+10D",2008,"PA",1,4,2.5,0.554,0.446,0.552,0.448,0.2,NA,NA,NA,NA,NA,"Reuters/Zogby",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",0,0,-0.002,0.487417179029376,0.512582820970624,0.0250014299109642
"1422",1422,"PPP (D)","10/31-11/2/08","10/31/2008","11/2/2008",1529,"LV",45,53,"-","-","-","2","+8D",2008,"PA",2,4,3,0.541,0.459,0.552,0.448,1.1,NA,NA,NA,NA,NA,"PPP (D)",10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",2,2,0.011,0.487417179029376,0.512582820970624,0.0250014299109642
"1423",1423,"StrategicVision (R)","10/30-11/2/08","10/30/2008","1/2/2008",1200,"LV",44,51,"-","-","2","3","+7D",2008,"PA",307,5,156,0.537,0.463,0.552,0.448,1.5,NA,NA,NA,NA,NA,"StrategicVision (R)",10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",3,3,0.015,0.487417179029376,0.512582820970624,0.0250014299109642
"1424",1424,"Muhlenberg","10/29-11/2/08","10/29/2008","11/2/2008",617,"LV",46,52,"-","-","1","2","+6D",2008,"PA",2,6,4,0.531,0.469,0.552,0.448,2.1,NA,NA,NA,NA,NA,"Muhlenberg",10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",4,4,0.021,0.487417179029376,0.512582820970624,0.0250014299109642
"1425",1425,"Quinnipiac","10/27-11/2/08","10/27/2008","11/2/2008",1493,"LV",42,52,"-","-","1","4","+10D",2008,"PA",2,8,5,0.553,0.447,0.552,0.448,0.1,NA,NA,NA,NA,NA,"Quinnipiac",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",0,0,-0.001,0.487417179029376,0.512582820970624,0.0250014299109642
"1426",1426,"Rasmussen","11/1/2008","11/1/2008","11/1/2008",500,"LV",46,52,"-","-","1","1","+6D",2008,"PA",3,3,3,0.531,0.469,0.552,0.448,2.1,NA,NA,NA,NA,NA,"Rasmussen",10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",4,4,0.021,0.487417179029376,0.512582820970624,0.0250014299109642
"1427",1427,"YouGov/Polimetrix","10/18-11/1/08","10/18/2008","11/1/2008",1009,"RV",44,51,"-","-","4","1","+7D",2008,"PA",3,17,10,0.537,0.463,0.552,0.448,1.5,NA,NA,NA,NA,NA,"YouGov/Polimetrix",10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",3,3,0.015,0.487417179029376,0.512582820970624,0.0250014299109642
"1428",1428,"ARG","10/29-31/08","10/29/2008","10/31/2008",600,"LV",45,51,"-","-","-","3","+6D",2008,"PA",4,6,5,0.531,0.469,0.552,0.448,2.1,NA,NA,NA,NA,NA,"ARG",10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",4,4,0.021,0.487417179029376,0.512582820970624,0.0250014299109642
"1429",1429,"SurveyUSA","10/29-31/08","10/29/2008","10/31/2008",700,"LV",44,51,"-","-","2","2","+7D",2008,"PA",4,6,5,0.537,0.463,0.552,0.448,1.5,NA,NA,NA,NA,NA,"SurveyUSA",10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",3,3,0.015,0.487417179029376,0.512582820970624,0.0250014299109642
"1430",1430,"Rasmussen","10/30/2008","10/30/2008","10/30/2008",500,"LV",47,51,"-","-","1","1","+4D",2008,"PA",5,5,5,0.52,0.48,0.552,0.448,3.2,NA,NA,NA,NA,NA,"Rasmussen",10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",6,6,0.032,0.487417179029376,0.512582820970624,0.0250014299109642
"1431",1431,"StrategicVision (R)","10/27-29/08","10/27/2008","10/29/2008",1200,"LV",44,49,"-","-","2","5","+5D",2008,"PA",6,8,7,0.527,0.473,0.552,0.448,2.5,NA,NA,NA,NA,NA,"StrategicVision (R)",10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",5,5,0.025,0.487417179029376,0.512582820970624,0.0250014299109642
"1432",1432,"NBC/Mason-Dixon","10/27-28/08","10/27/2008","10/28/2008",625,"LV",43,47,"-","-","-","9","+4D",2008,"PA",7,8,7.5,0.522,0.478,0.552,0.448,3,NA,NA,NA,NA,NA,"NBC/Mason-Dixon",10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",6,6,0.03,0.487417179029376,0.512582820970624,0.0250014299109642
"1433",1433,"Muhlenberg","10/24-28/08","10/24/2008","10/28/2008",610,"LV",42,53,"-","-","1","4","+11D",2008,"PA",7,11,9,0.558,0.442,0.552,0.448,0.6,NA,NA,NA,NA,NA,"Muhlenberg",10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-1,1,-0.006,0.487417179029376,0.512582820970624,0.0250014299109642
